sexo,idade,escolaridade,avaliacao_governo,candidatos,faixa_etaria,renda_media_familiar,salarios_minimos
Feminino,42,Ensino médio completo,Regular positiva,Ninguém/Branco/Nulo,35-44,4180.5,+ de 3SM até 5 SM
Feminino,54,Ensino superior completo,Ótima,NS/NR,65+,4180.5,+ de 3SM até 5 SM
Feminino,64,Ensino médio completo,Regular positiva,Candidato 2,55-64,2613.0,+ de 2SM até 3 SM
Feminino,58,Ensino médio incompleto,Ótima,Candidato 2,55-64,2613.0,+ de 2SM até 3 SM
Feminino,37,Ensino médio completo,Ótima,Candidato 2,35-44,1045.0,até 1 SM
Feminino,44,Ensino fundamental incompleto,Regular negativa,Ninguém/Branco/Nulo,65+,1045.0,até 1 SM
Feminino,62,Ensino superior completo,Ótima,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,31,Ensino médio incompleto,Regular negativa,Candidato 7,25-34,1568.0,+ de 1SM até 2 SM
Feminino,61,Ensino médio completo,Boa,Candidato 2,55-64,20900.0,+ de 20 SM
Feminino,68,Ensino médio completo,Regular positiva,Candidato 2,65+,1045.0,até 1 SM
Feminino,20,Ensino superior incompleto,Boa,Candidato 2,17-24,1568.0,+ de 1SM até 2 SM
Feminino,39,Ensino médio completo,Boa,Ninguém/Branco/Nulo,35-44,1045.0,até 1 SM
Feminino,70,Ensino superior completo,Regular positiva,NS/NR,65+,1568.0,+ de 1SM até 2 SM
Feminino,30,Ensino superior incompleto,Péssima,Ninguém/Branco/Nulo,25-34,2613.0,+ de 2SM até 3 SM
Feminino,28,Ensino superior incompleto,Regular positiva,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,53,Ensino médio completo,Ruim,Candidato 11,45-54,1568.0,+ de 1SM até 2 SM
Feminino,48,Ensino fundamental incompleto,Péssima,NS/NR,45-54,1045.0,até 1 SM
Feminino,68,Ensino fundamental incompleto,Ótima,Candidato 2,65+,1045.0,até 1 SM
Feminino,19,Ensino médio completo,Regular negativa,NS/NR,17-24,1568.0,+ de 1SM até 2 SM
Feminino,35,Ensino fundamental incompleto,Regular positiva,Candidato 2,35-44,1045.0,até 1 SM
Feminino,37,Ensino médio completo,Boa,Candidato 2,35-44,1045.0,até 1 SM
Feminino,19,Ensino superior incompleto,Regular positiva,Candidato 6,17-24,2613.0,+ de 2SM até 3 SM
Feminino,56,Ensino médio completo,Boa,Candidato 3,55-64,2613.0,+ de 2SM até 3 SM
Feminino,50,Ensino fundamental completo,Boa,Candidato 2,45-54,2613.0,+ de 2SM até 3 SM
Feminino,37,Ensino médio completo,Regular positiva,NS/NR,35-44,1045.0,até 1 SM
Feminino,49,Ensino médio completo,Péssima,Ninguém/Branco/Nulo,45-54,4180.5,+ de 3SM até 5 SM
Feminino,20,Ensino superior incompleto,Boa,Candidato 2,17-24,1568.0,+ de 1SM até 2 SM
Feminino,59,Ensino superior completo,Boa,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,32,Ensino superior completo,Péssima,Candidato 8,25-34,7838.0,+ de 5SM até 10 SM
Feminino,46,Ensino médio completo,Péssima,NS/NR,45-54,13063.0,+ de 10SM até 15 SM
Feminino,59,Ensino médio completo,Regular positiva,Candidato 8,55-64,2613.0,+ de 2SM até 3 SM
Feminino,38,Ensino superior completo,Regular positiva,Candidato 2,35-44,13063.0,+ de 10SM até 15 SM
Feminino,24,Ensino médio incompleto,Boa,Candidato 2,17-24,1045.0,até 1 SM
Feminino,28,Ensino superior completo,Regular positiva,Candidato 1,25-34,2613.0,+ de 2SM até 3 SM
Feminino,53,Ensino fundamental completo,Regular positiva,Candidato 9,45-54,1045.0,até 1 SM
Feminino,36,Ensino superior incompleto,Péssima,NS/NR,35-44,7838.0,+ de 5SM até 10 SM
Feminino,52,Ensino médio completo,Regular negativa,Candidato 8,45-54,2613.0,+ de 2SM até 3 SM
Feminino,53,Ensino médio incompleto,Péssima,NS/NR,45-54,4180.5,+ de 3SM até 5 SM
Feminino,40,Ensino superior incompleto,Boa,NS/NR,35-44,7838.0,+ de 5SM até 10 SM
Feminino,21,Ensino médio completo,Boa,NS/NR,17-24,1568.0,+ de 1SM até 2 SM
Feminino,20,Ensino médio completo,Regular positiva,NS/NR,17-24,1568.0,+ de 1SM até 2 SM
Feminino,48,Ensino médio completo,Regular positiva,NS/NR,45-54,2613.0,+ de 2SM até 3 SM
Feminino,42,Ensino superior incompleto,Regular positiva,Ninguém/Branco/Nulo,35-44,1045.0,até 1 SM
Feminino,75,Ensino fundamental completo,Boa,Candidato 2,65+,7838.0,+ de 5SM até 10 SM
Feminino,38,Ensino fundamental incompleto,Ótima,Candidato 10,35-44,1045.0,até 1 SM
Feminino,73,Ensino médio completo,Boa,NS/NR,65+,2613.0,+ de 2SM até 3 SM
Feminino,60,Ensino médio completo,Ruim,NS/NR,55-64,7838.0,+ de 5SM até 10 SM
Feminino,68,Ensino médio incompleto,Ruim,Candidato 8,65+,1568.0,+ de 1SM até 2 SM
Feminino,33,Ensino médio incompleto,Boa,Candidato 10,25-34,1568.0,+ de 1SM até 2 SM
Feminino,18,Ensino médio completo,Regular positiva,Candidato 7,17-24,1568.0,+ de 1SM até 2 SM
Feminino,49,Ensino médio completo,Boa,Candidato 2,45-54,4180.5,+ de 3SM até 5 SM
Feminino,18,Ensino superior incompleto,Regular positiva,NS/NR,17-24,1045.0,até 1 SM
Feminino,34,Ensino médio incompleto,Boa,Candidato 9,25-34,1045.0,até 1 SM
Feminino,45,Ensino fundamental incompleto,Boa,Candidato 2,45-54,1045.0,até 1 SM
Feminino,27,Ensino superior completo,Boa,Candidato 2,25-34,1045.0,até 1 SM
Feminino,66,Sem instrução e menos de 1 ano de estudo,Regular positiva,Candidato 2,65+,1045.0,até 1 SM
Feminino,57,Ensino fundamental incompleto,Regular positiva,Candidato 12,55-64,1045.0,até 1 SM
Feminino,63,Ensino fundamental incompleto,Boa,Candidato 2,55-64,1045.0,até 1 SM
Feminino,65,Sem instrução e menos de 1 ano de estudo,Boa,Candidato 2,65+,1045.0,até 1 SM
Feminino,27,Ensino médio completo,Boa,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,39,Ensino médio completo,Ótima,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,58,Ensino superior completo,Boa,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,58,Ensino médio completo,Boa,Candidato 13,55-64,2613.0,+ de 2SM até 3 SM
Feminino,67,Ensino fundamental incompleto,Boa,Candidato 2,65+,1045.0,até 1 SM
Feminino,44,Ensino médio completo,Regular negativa,Candidato 14,65+,1568.0,+ de 1SM até 2 SM
Feminino,60,Ensino médio completo,Ótima,Candidato 13,55-64,1045.0,até 1 SM
Feminino,61,Ensino fundamental incompleto,Boa,Ninguém/Branco/Nulo,55-64,1045.0,até 1 SM
Feminino,58,Ensino médio completo,Regular positiva,Ninguém/Branco/Nulo,55-64,1568.0,+ de 1SM até 2 SM
Feminino,25,Ensino médio completo,Regular positiva,Ninguém/Branco/Nulo,25-34,1045.0,até 1 SM
Feminino,32,Ensino superior incompleto,Boa,Candidato 2,25-34,4180.5,+ de 3SM até 5 SM
Feminino,56,Ensino fundamental incompleto,Ótima,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,75,Ensino fundamental incompleto,Boa,Candidato 2,65+,1045.0,até 1 SM
Feminino,48,Ensino fundamental incompleto,Boa,Candidato 2,45-54,4180.5,+ de 3SM até 5 SM
Feminino,32,Ensino superior incompleto,Boa,Candidato 2,25-34,4180.5,+ de 3SM até 5 SM
Feminino,27,Ensino superior incompleto,Boa,Ninguém/Branco/Nulo,25-34,7838.0,+ de 5SM até 10 SM
Feminino,18,Ensino médio incompleto,Ótima,Candidato 2,17-24,4180.5,+ de 3SM até 5 SM
Feminino,40,Ensino médio completo,Ótima,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino médio completo,Boa,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,33,Ensino superior incompleto,Boa,Candidato 2,25-34,4180.5,+ de 3SM até 5 SM
Feminino,25,Ensino médio completo,Regular positiva,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,50,Ensino superior completo,Boa,NS/NR,45-54,7838.0,+ de 5SM até 10 SM
Feminino,43,Ensino médio completo,Boa,Candidato 2,35-44,7838.0,+ de 5SM até 10 SM
Feminino,38,Ensino médio completo,Boa,Candidato 6,35-44,1568.0,+ de 1SM até 2 SM
Feminino,27,Ensino médio completo,Péssima,Ninguém/Branco/Nulo,25-34,1568.0,+ de 1SM até 2 SM
Feminino,35,Ensino médio completo,Regular negativa,Candidato 5,35-44,2613.0,+ de 2SM até 3 SM
Feminino,35,Ensino superior completo,Ruim,Ninguém/Branco/Nulo,35-44,7838.0,+ de 5SM até 10 SM
Feminino,69,Ensino fundamental incompleto,Boa,Candidato 1,65+,2613.0,+ de 2SM até 3 SM
Feminino,37,Ensino médio completo,Ruim,Ninguém/Branco/Nulo,35-44,1045.0,até 1 SM
Feminino,64,Ensino médio completo,Boa,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,52,Ensino médio completo,Boa,Candidato 2,45-54,2613.0,+ de 2SM até 3 SM
Feminino,49,Ensino médio completo,Boa,Candidato 2,45-54,7838.0,+ de 5SM até 10 SM
Feminino,74,Ensino fundamental incompleto,Ruim,NS/NR,65+,2613.0,+ de 2SM até 3 SM
Feminino,19,Ensino médio completo,Boa,NS/NR,17-24,2613.0,+ de 2SM até 3 SM
Feminino,21,Ensino superior incompleto,NS/NR,Candidato 2,17-24,4180.5,+ de 3SM até 5 SM
Feminino,54,Ensino superior completo,Boa,NS/NR,65+,1568.0,+ de 1SM até 2 SM
Feminino,30,Ensino médio completo,Boa,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,52,Ensino médio completo,Ótima,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,58,Ensino médio incompleto,Ótima,Candidato 2,55-64,1045.0,até 1 SM
Feminino,64,Ensino fundamental incompleto,Boa,NS/NR,55-64,1045.0,até 1 SM
Feminino,70,Ensino fundamental incompleto,Regular positiva,Candidato 2,65+,1045.0,até 1 SM
Feminino,65,Ensino médio completo,Regular positiva,NS/NR,65+,4180.5,+ de 3SM até 5 SM
Feminino,28,Ensino médio completo,Ótima,Candidato 2,25-34,1045.0,até 1 SM
Feminino,64,Sem instrução e menos de 1 ano de estudo,Boa,NS/NR,55-64,1568.0,+ de 1SM até 2 SM
Feminino,42,Ensino médio completo,Ótima,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,49,Ensino médio incompleto,Ótima,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,37,Ensino superior completo,Boa,Candidato 3,35-44,1045.0,até 1 SM
Feminino,62,Sem instrução e menos de 1 ano de estudo,Ótima,Candidato 2,55-64,1045.0,até 1 SM
Feminino,42,Ensino médio completo,Ótima,Candidato 2,35-44,1045.0,até 1 SM
Feminino,42,Ensino médio completo,Boa,Candidato 2,35-44,4180.5,+ de 3SM até 5 SM
Feminino,36,Ensino médio incompleto,NS/NR,NS/NR,35-44,1568.0,+ de 1SM até 2 SM
Feminino,52,Ensino fundamental incompleto,Ótima,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,33,Ensino médio completo,Ótima,Candidato 2,25-34,1045.0,até 1 SM
Feminino,32,Ensino superior completo,Ótima,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,38,Ensino superior completo,Ótima,Candidato 2,35-44,13063.0,+ de 10SM até 15 SM
Feminino,38,Ensino médio completo,Boa,Candidato 2,35-44,7838.0,+ de 5SM até 10 SM
Feminino,18,Ensino médio completo,Péssima,Ninguém/Branco/Nulo,17-24,1568.0,+ de 1SM até 2 SM
Feminino,65,Ensino superior completo,Boa,Candidato 2,65+,13063.0,+ de 10SM até 15 SM
Feminino,54,Ensino superior incompleto,Ótima,Candidato 2,65+,1045.0,até 1 SM
Feminino,49,Ensino superior incompleto,Regular positiva,Candidato 5,45-54,13063.0,+ de 10SM até 15 SM
Feminino,86,Ensino fundamental incompleto,Boa,Candidato 2,65+,1568.0,+ de 1SM até 2 SM
Feminino,52,Ensino fundamental incompleto,Ótima,Candidato 2,45-54,2613.0,+ de 2SM até 3 SM
Feminino,45,Ensino médio incompleto,Boa,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,62,Ensino fundamental incompleto,Ótima,Candidato 2,55-64,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino médio completo,Ótima,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,39,Ensino superior completo,Boa,NS/NR,35-44,18288.0,+ de 15SM até 20 SM
Feminino,17,Ensino médio incompleto,Ótima,Candidato 2,17-24,13063.0,+ de 10SM até 15 SM
Feminino,30,Ensino superior completo,Boa,Candidato 2,25-34,18288.0,+ de 15SM até 20 SM
Feminino,19,Ensino médio completo,Boa,Candidato 2,17-24,18288.0,+ de 15SM até 20 SM
Feminino,27,Ensino médio completo,Boa,Candidato 9,25-34,1568.0,+ de 1SM até 2 SM
Feminino,32,Ensino superior incompleto,Ruim,Candidato 1,25-34,2613.0,+ de 2SM até 3 SM
Feminino,60,Ensino superior completo,Boa,Candidato 1,55-64,1568.0,+ de 1SM até 2 SM
Feminino,58,Ensino médio completo,Boa,Ninguém/Branco/Nulo,55-64,1045.0,até 1 SM
Feminino,39,Ensino superior incompleto,Regular positiva,Candidato 2,35-44,1045.0,até 1 SM
Feminino,40,Ensino fundamental incompleto,Boa,Candidato 9,35-44,1045.0,até 1 SM
Feminino,34,Ensino médio completo,Boa,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,62,Ensino superior completo,Ótima,Candidato 2,55-64,2613.0,+ de 2SM até 3 SM
Feminino,59,Ensino fundamental completo,Boa,Candidato 2,55-64,1568.0,+ de 1SM até 2 SM
Feminino,36,Ensino superior completo,Boa,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,18,Ensino médio completo,Boa,Candidato 2,17-24,4180.5,+ de 3SM até 5 SM
Feminino,19,Ensino superior incompleto,Regular positiva,NS/NR,17-24,2613.0,+ de 2SM até 3 SM
Feminino,43,Ensino fundamental incompleto,Regular positiva,NS/NR,35-44,1045.0,até 1 SM
Feminino,63,Ensino médio completo,Ótima,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,51,Ensino superior completo,Boa,NS/NR,45-54,1568.0,+ de 1SM até 2 SM
Feminino,54,Ensino fundamental incompleto,Boa,Candidato 2,65+,1045.0,até 1 SM
Feminino,48,Ensino fundamental incompleto,Ótima,Candidato 2,45-54,2613.0,+ de 2SM até 3 SM
Feminino,40,Ensino médio incompleto,Boa,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,60,Ensino médio completo,Boa,NS/NR,55-64,4180.5,+ de 3SM até 5 SM
Feminino,20,Ensino médio completo,Ótima,Candidato 2,17-24,1568.0,+ de 1SM até 2 SM
Feminino,46,Ensino fundamental completo,Boa,Ninguém/Branco/Nulo,45-54,1568.0,+ de 1SM até 2 SM
Feminino,65,Ensino fundamental completo,Ótima,Ninguém/Branco/Nulo,65+,1568.0,+ de 1SM até 2 SM
Feminino,58,Ensino médio completo,Boa,Candidato 4,55-64,2613.0,+ de 2SM até 3 SM
Feminino,20,Ensino médio completo,Boa,Candidato 2,17-24,1568.0,+ de 1SM até 2 SM
Feminino,43,Sem instrução e menos de 1 ano de estudo,Boa,NS/NR,35-44,1045.0,até 1 SM
Feminino,48,Ensino médio completo,Ótima,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,76,Sem instrução e menos de 1 ano de estudo,Boa,Candidato 2,65+,1045.0,até 1 SM
Feminino,64,Ensino médio completo,NS/NR,Ninguém/Branco/Nulo,55-64,1045.0,até 1 SM
Feminino,59,Ensino médio completo,Boa,Candidato 2,55-64,1045.0,até 1 SM
Feminino,56,Ensino superior incompleto,Regular positiva,Ninguém/Branco/Nulo,55-64,1568.0,+ de 1SM até 2 SM
Feminino,50,Ensino médio completo,Ruim,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,61,Ensino fundamental completo,Regular positiva,Candidato 2,55-64,1045.0,até 1 SM
Feminino,35,Ensino superior completo,Ruim,NS/NR,35-44,4180.5,+ de 3SM até 5 SM
Feminino,58,Ensino médio completo,Ruim,Ninguém/Branco/Nulo,55-64,2613.0,+ de 2SM até 3 SM
Feminino,28,Ensino médio completo,Regular positiva,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,40,Ensino médio completo,Boa,Candidato 3,35-44,4180.5,+ de 3SM até 5 SM
Feminino,56,Ensino fundamental incompleto,Regular positiva,Candidato 4,55-64,1568.0,+ de 1SM até 2 SM
Feminino,65,Sem instrução e menos de 1 ano de estudo,Boa,Candidato 2,65+,2613.0,+ de 2SM até 3 SM
Feminino,46,Ensino superior completo,Boa,NS/NR,45-54,4180.5,+ de 3SM até 5 SM
Feminino,64,Ensino fundamental incompleto,Boa,Candidato 2,55-64,1045.0,até 1 SM
Feminino,72,Ensino fundamental incompleto,Ótima,Candidato 2,65+,1045.0,até 1 SM
Feminino,75,Sem instrução e menos de 1 ano de estudo,NS/NR,NS/NR,65+,1045.0,até 1 SM
Feminino,20,Ensino fundamental completo,Boa,Candidato 8,17-24,1045.0,até 1 SM
Feminino,51,Ensino fundamental incompleto,Boa,Candidato 2,45-54,1568.0,+ de 1SM até 2 SM
Feminino,80,Sem instrução e menos de 1 ano de estudo,Boa,Ninguém/Branco/Nulo,65+,1045.0,até 1 SM
Feminino,33,Ensino fundamental completo,Ótima,Candidato 9,25-34,1045.0,até 1 SM
Feminino,43,Ensino médio completo,Boa,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,77,Sem instrução e menos de 1 ano de estudo,Boa,Candidato 10,65+,1045.0,até 1 SM
Feminino,61,Ensino médio completo,Boa,Ninguém/Branco/Nulo,55-64,2613.0,+ de 2SM até 3 SM
Feminino,27,Ensino médio completo,Boa,NS/NR,25-34,1045.0,até 1 SM
Feminino,65,Ensino fundamental incompleto,Regular negativa,Candidato 3,65+,1568.0,+ de 1SM até 2 SM
Feminino,42,Ensino médio completo,Regular positiva,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,58,Ensino fundamental incompleto,Regular positiva,Candidato 10,55-64,1045.0,até 1 SM
Feminino,27,Ensino médio completo,Boa,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,35,Ensino médio completo,Boa,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,61,Ensino superior completo,Ótima,Candidato 2,55-64,2613.0,+ de 2SM até 3 SM
Feminino,35,Ensino fundamental completo,Ótima,Candidato 2,35-44,4180.5,+ de 3SM até 5 SM
Feminino,58,Ensino médio completo,Boa,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,30,Ensino médio completo,Regular negativa,Candidato 5,25-34,4180.5,+ de 3SM até 5 SM
Feminino,50,Ensino fundamental incompleto,Regular positiva,NS/NR,45-54,2613.0,+ de 2SM até 3 SM
Feminino,48,Ensino superior completo,Boa,Candidato 12,45-54,7838.0,+ de 5SM até 10 SM
Feminino,54,Ensino fundamental incompleto,Ótima,Candidato 2,65+,1045.0,até 1 SM
Feminino,59,Ensino médio completo,Ótima,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,33,Ensino fundamental incompleto,Boa,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,20,Ensino superior incompleto,Boa,Candidato 2,17-24,2613.0,+ de 2SM até 3 SM
Feminino,37,Ensino superior completo,Boa,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,76,Ensino fundamental incompleto,Ótima,Ninguém/Branco/Nulo,65+,1045.0,até 1 SM
Feminino,67,Ensino fundamental incompleto,Regular positiva,Ninguém/Branco/Nulo,65+,1045.0,até 1 SM
Feminino,56,Ensino médio completo,Boa,Candidato 2,55-64,1045.0,até 1 SM
Feminino,32,Ensino superior completo,Boa,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,18,Ensino médio incompleto,Regular positiva,Ninguém/Branco/Nulo,17-24,1568.0,+ de 1SM até 2 SM
Feminino,62,Ensino fundamental incompleto,Ótima,Candidato 2,55-64,1045.0,até 1 SM
Feminino,35,Ensino médio completo,Boa,Candidato 2,35-44,1045.0,até 1 SM
Feminino,60,Ensino médio completo,Ótima,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,37,Ensino médio completo,Boa,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,33,Ensino médio completo,Péssima,Ninguém/Branco/Nulo,25-34,2613.0,+ de 2SM até 3 SM
Feminino,25,Ensino superior incompleto,Ótima,Candidato 2,25-34,4180.5,+ de 3SM até 5 SM
Feminino,69,Ensino fundamental incompleto,Péssima,NS/NR,65+,4180.5,+ de 3SM até 5 SM
Feminino,34,Ensino médio completo,Boa,Candidato 2,25-34,2613.0,+ de 2SM até 3 SM
Feminino,36,Ensino fundamental incompleto,Ótima,Candidato 2,35-44,2613.0,+ de 2SM até 3 SM
Feminino,37,Ensino superior incompleto,Regular negativa,Candidato 5,35-44,1568.0,+ de 1SM até 2 SM
Feminino,42,Ensino superior incompleto,Regular negativa,NS/NR,35-44,4180.5,+ de 3SM até 5 SM
Feminino,35,Ensino médio completo,Péssima,Ninguém/Branco/Nulo,35-44,1045.0,até 1 SM
Feminino,29,Ensino médio incompleto,Boa,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,44,Ensino médio incompleto,Boa,Candidato 2,65+,4180.5,+ de 3SM até 5 SM
Feminino,59,Ensino fundamental incompleto,Boa,Candidato 8,55-64,2613.0,+ de 2SM até 3 SM
Feminino,24,Ensino fundamental completo,Boa,NS/NR,17-24,1045.0,até 1 SM
Feminino,34,Ensino médio completo,Boa,Candidato 2,25-34,1045.0,até 1 SM
Feminino,19,Ensino superior incompleto,Boa,Candidato 2,17-24,4180.5,+ de 3SM até 5 SM
Feminino,34,Ensino superior incompleto,Ótima,Candidato 12,25-34,2613.0,+ de 2SM até 3 SM
Feminino,18,Ensino superior incompleto,Ruim,Candidato 3,17-24,2613.0,+ de 2SM até 3 SM
Feminino,51,Ensino fundamental incompleto,Boa,Candidato 2,45-54,2613.0,+ de 2SM até 3 SM
Feminino,83,Ensino fundamental incompleto,Regular positiva,Candidato 3,65+,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino superior incompleto,Regular negativa,Candidato 3,25-34,1568.0,+ de 1SM até 2 SM
Feminino,46,Ensino superior completo,Boa,Candidato 2,45-54,18288.0,+ de 15SM até 20 SM
Feminino,27,Ensino superior incompleto,Regular positiva,Ninguém/Branco/Nulo,25-34,1568.0,+ de 1SM até 2 SM
Feminino,63,Ensino médio completo,Ótima,Candidato 2,55-64,1045.0,até 1 SM
Feminino,61,Ensino fundamental incompleto,Boa,Candidato 2,55-64,2613.0,+ de 2SM até 3 SM
Feminino,67,Ensino fundamental incompleto,Ótima,Candidato 2,65+,1568.0,+ de 1SM até 2 SM
Feminino,42,Ensino superior completo,Regular positiva,NS/NR,35-44,4180.5,+ de 3SM até 5 SM
Feminino,42,Ensino superior completo,Boa,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,60,Ensino médio completo,Ótima,Candidato 2,55-64,1568.0,+ de 1SM até 2 SM
Feminino,55,Ensino médio completo,Ótima,Candidato 2,55-64,1568.0,+ de 1SM até 2 SM
Feminino,75,Ensino médio completo,Boa,Candidato 2,65+,2613.0,+ de 2SM até 3 SM
Feminino,32,Ensino superior incompleto,Ótima,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,36,Ensino médio completo,Ótima,Candidato 2,35-44,7838.0,+ de 5SM até 10 SM
Feminino,73,Ensino fundamental incompleto,Boa,Candidato 2,65+,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino fundamental completo,Regular negativa,Candidato 2,25-34,1045.0,até 1 SM
Feminino,28,Ensino médio incompleto,Ótima,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,19,Ensino médio completo,Regular negativa,Ninguém/Branco/Nulo,17-24,2613.0,+ de 2SM até 3 SM
Feminino,22,Ensino superior incompleto,Boa,Ninguém/Branco/Nulo,17-24,1568.0,+ de 1SM até 2 SM
Feminino,74,Ensino fundamental completo,Ótima,Candidato 2,65+,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino médio incompleto,Péssima,NS/NR,25-34,2613.0,+ de 2SM até 3 SM
Feminino,39,Ensino médio completo,Boa,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,40,Ensino médio completo,Regular positiva,Ninguém/Branco/Nulo,35-44,2613.0,+ de 2SM até 3 SM
Feminino,61,Ensino médio completo,Boa,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,42,Ensino médio incompleto,Ótima,Candidato 2,35-44,1568.0,+ de 1SM até 2 SM
Feminino,60,Ensino superior incompleto,Péssima,Candidato 8,55-64,1045.0,até 1 SM
Feminino,20,Ensino superior incompleto,Regular positiva,NS/NR,17-24,2613.0,+ de 2SM até 3 SM
Feminino,36,Ensino superior completo,Ruim,Ninguém/Branco/Nulo,35-44,1568.0,+ de 1SM até 2 SM
Feminino,41,Ensino médio completo,Ruim,Candidato 5,35-44,1045.0,até 1 SM
Feminino,37,Ensino médio completo,Ótima,Candidato 2,35-44,1045.0,até 1 SM
Feminino,39,Ensino médio completo,Boa,Ninguém/Branco/Nulo,35-44,1045.0,até 1 SM
Feminino,59,Ensino médio completo,Ótima,Candidato 2,55-64,1568.0,+ de 1SM até 2 SM
Feminino,25,Ensino superior incompleto,Boa,Candidato 2,25-34,7838.0,+ de 5SM até 10 SM
Feminino,49,Ensino superior incompleto,Boa,Candidato 3,45-54,7838.0,+ de 5SM até 10 SM
Feminino,55,Ensino superior completo,Boa,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,22,Ensino superior completo,Boa,Candidato 2,17-24,4180.5,+ de 3SM até 5 SM
Feminino,39,Ensino médio completo,Boa,Candidato 2,35-44,1045.0,até 1 SM
Feminino,60,Ensino fundamental incompleto,Ótima,Candidato 2,55-64,1045.0,até 1 SM
Feminino,64,Ensino superior completo,Regular positiva,Candidato 4,55-64,13063.0,+ de 10SM até 15 SM
Feminino,62,Ensino superior completo,Ótima,Candidato 2,55-64,7838.0,+ de 5SM até 10 SM
Feminino,36,Ensino superior completo,Boa,Candidato 2,35-44,4180.5,+ de 3SM até 5 SM
Feminino,55,Ensino médio completo,Ótima,Candidato 2,55-64,4180.5,+ de 3SM até 5 SM
Feminino,40,Ensino superior completo,Boa,Candidato 2,35-44,4180.5,+ de 3SM até 5 SM
Feminino,38,Ensino fundamental completo,Regular positiva,Candidato 2,35-44,1045.0,até 1 SM
Feminino,27,Ensino médio incompleto,Regular positiva,Ninguém/Branco/Nulo,25-34,2613.0,+ de 2SM até 3 SM
Feminino,19,Ensino médio incompleto,Boa,Candidato 2,17-24,2613.0,+ de 2SM até 3 SM
Feminino,25,Ensino superior incompleto,Ótima,Candidato 2,25-34,1568.0,+ de 1SM até 2 SM
Feminino,26,Ensino médio completo,NS/NR,Ninguém/Branco/Nulo,25-34,1568.0,+ de 1SM até 2 SM
Feminino,30,Ensino médio completo,Regular positiva,Candidato 10,25-34,1568.0,+ de 1SM até 2 SM
Feminino,22,Ensino médio completo,Boa,Candidato 2,17-24,1568.0,+ de 1SM até 2 SM
Feminino,52,Ensino médio completo,Boa,Candidato 2,45-54,4180.5,+ de 3SM até 5 SM
